,possessionTeam,defensiveTeam,yardlineSide,passResult,offenseFormation,personnelO,personnelD,dropBackType,pff_passCoverage,pff_passCoverageType
1641,MIA,BUF,MIA,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1642,MIA,BUF,MIA,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",UNKNOWN,2-Man,Man
1643,MIA,BUF,BUF,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1644,MIA,BUF,BUF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1645,MIA,BUF,BUF,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",SCRAMBLE,Cover-3,Zone
1646,NE,NYJ,NE,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1647,NE,NYJ,NE,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1648,NE,NYJ,NE,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Quarters,Zone
1649,NE,NYJ,NE,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1650,NE,NYJ,NYJ,C,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-1,Man
1651,NE,NYJ,NYJ,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
1652,NYJ,NE,NYJ,IN,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-1,Man
1653,NYJ,NE,NE,IN,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Cover-3,Zone
1655,NYJ,NE,NE,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-1,Man
1656,NE,NYJ,NE,S,SINGLEBACK,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-1,Man
1657,NE,NYJ,NE,S,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1658,NYJ,NE,NE,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-1,Man
1659,NE,NYJ,NE,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1660,NE,NYJ,NE,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1661,NYJ,NE,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1662,NYJ,NE,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1663,NE,NYJ,NE,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
1664,NE,NYJ,NE,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1665,NE,NYJ,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1666,NE,NYJ,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",SCRAMBLE,Quarters,Zone
1667,NE,NYJ,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1668,NE,NYJ,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-1,Man
1669,NYJ,NE,NYJ,C,I_FORM,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",SCRAMBLE,Cover-3,Zone
1670,NYJ,NE,NYJ,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",SCRAMBLE,Cover-3,Zone
1671,NYJ,NE,NYJ,R,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",SCRAMBLE,Cover-3,Zone
1672,NYJ,NE,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",UNKNOWN,Cover-1,Man
1673,NYJ,NE,NYJ,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1674,NE,NYJ,NYJ,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1675,NYJ,NE,NYJ,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",SCRAMBLE,Cover-3,Zone
1676,NYJ,NE,NYJ,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1677,NYJ,NE,UNK,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",UNKNOWN,Cover-3,Zone
1678,NYJ,NE,NE,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,Cover-1,Man
1679,NYJ,NE,NE,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1680,NE,NYJ,NE,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1681,NE,NYJ,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1682,NE,NYJ,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1683,NE,NYJ,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1684,NYJ,NE,NYJ,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,Cover-3,Zone
1685,NYJ,NE,NYJ,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-1,Man
1686,NYJ,NE,NYJ,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",UNKNOWN,Cover-1,Man
1687,NYJ,NE,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1688,NYJ,NE,NYJ,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",UNKNOWN,Cover-2,Zone
1689,NYJ,NE,NYJ,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1690,NYJ,NE,UNK,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
1691,NYJ,NE,NE,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1692,NE,NYJ,NE,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",SCRAMBLE,Cover-1,Man
1693,NYJ,NE,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1694,NYJ,NE,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-2,Zone
1695,NYJ,NE,NE,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Cover-3,Zone
1696,NYJ,NE,NE,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-2,Zone
1697,NYJ,NE,NE,S,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",SCRAMBLE,Cover-1,Man
1698,NE,NYJ,NE,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1699,NE,NYJ,NE,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
1700,NYJ,NE,NYJ,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1701,NYJ,NE,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1702,NYJ,NE,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-1,Man
1703,NYJ,NE,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",SCRAMBLE,Cover-1,Man
1704,NYJ,NE,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
1705,NYJ,NE,NYJ,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
1706,NYJ,NE,NYJ,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
1707,NYJ,NE,NYJ,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
1708,NYJ,NE,NE,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-2,Zone
1709,NYJ,NE,UNK,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Cover-3,Zone
1710,NYJ,NE,NE,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Cover-3,Zone
1711,SF,PHI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1712,PHI,SF,PHI,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",UNKNOWN,Cover-1,Man
1713,PHI,SF,PHI,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Quarters,Zone
1714,SF,PHI,SF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1715,PHI,SF,PHI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1716,PHI,SF,PHI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1717,PHI,SF,SF,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1718,SF,PHI,SF,C,SHOTGUN,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-2,Zone
1719,SF,PHI,SF,I,SINGLEBACK,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-2,Zone
1720,SF,PHI,SF,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1721,PHI,SF,PHI,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1722,PHI,SF,PHI,R,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-1,Man
1723,PHI,SF,PHI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
1724,PHI,SF,PHI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1725,PHI,SF,SF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1726,SF,PHI,SF,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-6,Zone
1727,SF,PHI,SF,C,I_FORM,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1728,SF,PHI,SF,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-2,Zone
1729,SF,PHI,SF,I,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-2,Zone
1730,SF,PHI,SF,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-2,Zone
1731,PHI,SF,PHI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1732,PHI,SF,SF,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",UNKNOWN,Cover-1,Man
1733,PHI,SF,SF,I,JUMBO,"6 OL, 1 RB, 3 TE, 0 WR","5 DL, 3 LB, 3 DB",SCRAMBLE_ROLLOUT_RIGHT,Goal Line,Other
1734,SF,PHI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1735,SF,PHI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1736,SF,PHI,SF,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-6,Zone
1737,SF,PHI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1738,SF,PHI,SF,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1739,SF,PHI,PHI,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Red Zone,Other
1740,PHI,SF,PHI,S,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-1,Man
1741,PHI,SF,PHI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1742,SF,PHI,SF,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Quarters,Zone
1743,SF,PHI,SF,R,I_FORM,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",SCRAMBLE,Cover-6,Zone
1744,SF,PHI,PHI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1745,PHI,SF,PHI,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
1746,PHI,SF,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1747,PHI,SF,SF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1748,PHI,SF,SF,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1749,SF,PHI,SF,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1750,SF,PHI,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1751,SF,PHI,SF,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1752,SF,PHI,PHI,R,I_FORM,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",SCRAMBLE,Cover-3,Zone
1753,SF,PHI,PHI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",UNKNOWN,Red Zone,Other
1754,PHI,SF,PHI,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1755,PHI,SF,PHI,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",SCRAMBLE,Quarters,Zone
1756,PHI,SF,PHI,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Quarters,Zone
1757,PHI,SF,PHI,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1758,PHI,SF,PHI,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1759,PHI,SF,PHI,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-6,Zone
1760,PHI,SF,PHI,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-3,Zone
1761,PHI,SF,SF,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1762,SF,PHI,SF,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1763,PIT,LV,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1764,PIT,LV,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1765,PIT,LV,PIT,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Cover-3,Zone
1766,PIT,LV,PIT,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-6,Zone
1767,LV,PIT,LV,I,SHOTGUN,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Quarters,Zone
1768,LV,PIT,LV,C,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-6,Zone
1769,LV,PIT,LV,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1770,PIT,LV,PIT,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1771,PIT,LV,PIT,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1772,PIT,LV,PIT,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-3,Zone
1773,LV,PIT,PIT,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1774,LV,PIT,PIT,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1775,LV,PIT,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-2,Zone
1776,PIT,LV,PIT,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1777,PIT,LV,PIT,C,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1778,PIT,LV,LV,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1779,PIT,LV,LV,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1780,PIT,LV,LV,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1781,PIT,LV,LV,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1782,LV,PIT,LV,R,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",SCRAMBLE,2-Man,Man
1783,LV,PIT,PIT,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1784,LV,PIT,PIT,I,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,Cover-1,Man
1785,PIT,LV,PIT,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Cover-3,Zone
1786,PIT,LV,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1787,PIT,LV,LV,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Bracket,Other
1788,LV,PIT,LV,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,2-Man,Man
1789,LV,PIT,LV,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",SCRAMBLE,Cover-2,Zone
1790,LV,PIT,LV,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1791,LV,PIT,PIT,I,I_FORM,"2 RB, 2 TE, 1 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-1,Man
1792,LV,PIT,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1793,LV,PIT,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
1794,LV,PIT,PIT,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1795,LV,PIT,PIT,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-2,Zone
1796,LV,PIT,PIT,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",UNKNOWN,Red Zone,Other
1797,LV,PIT,PIT,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-6,Zone
1798,LV,PIT,LV,C,EMPTY,"1 RB, 3 TE, 1 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1799,LV,PIT,LV,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Bracket,Other
1800,LV,PIT,LV,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1801,LV,PIT,LV,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",SCRAMBLE,Quarters,Zone
1802,PIT,LV,PIT,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1803,PIT,LV,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
1804,PIT,LV,PIT,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1805,PIT,LV,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-3,Zone
1806,LV,PIT,LV,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1807,LV,PIT,LV,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
1808,LV,PIT,LV,S,SINGLEBACK,"1 RB, 3 TE, 1 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1809,LV,PIT,LV,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
1810,LV,PIT,PIT,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Quarters,Zone
1811,LV,PIT,PIT,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
1812,PIT,LV,PIT,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
1813,PIT,LV,PIT,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
1814,PIT,LV,LV,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
1815,PIT,LV,LV,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
1816,LV,PIT,LV,C,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Quarters,Zone
1817,LV,PIT,LV,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
1818,LV,PIT,LV,C,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
1819,LV,PIT,LV,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Quarters,Zone
