,Season_Year,Week,Temperature,Quarter,Inj_Occured,home_score,away_score,frac_quarter_elapsed,yardline_100
1768,2016,8,54.0,3,0,10,13,0.37,24
1769,2016,8,54.0,4,0,24,27,0.6,20
1770,2016,8,54.0,4,0,24,27,0.77,32
1771,2016,8,54.0,4,0,27,27,0.99,39
1772,2016,8,54.0,5,0,27,27,0.19999999999999996,55
1773,2016,8,54.0,5,0,27,27,0.53,52
1774,2016,8,64.5,2,0,14,13,0.51,20
1775,2016,8,64.5,2,0,14,13,0.6,21
1776,2016,8,64.5,3,0,24,19,0.25,45
1777,2016,8,64.5,4,0,24,26,0.0,35
1778,2016,8,64.5,4,0,24,26,0.15000000000000002,25
1779,2016,8,49.0,1,0,7,3,0.75,12
1780,2016,8,49.0,2,0,14,3,0.0,28
1781,2016,8,49.0,2,0,14,3,0.06000000000000005,32
1782,2016,8,49.0,2,0,14,3,0.31000000000000005,36
1783,2016,8,49.0,2,0,14,3,0.41000000000000003,15
1784,2016,8,49.0,3,0,31,10,0.15000000000000002,20
1785,2016,8,49.0,4,0,41,17,0.83,17
1786,2016,8,53.0,1,0,0,7,0.35,34
1787,2016,8,53.0,1,0,0,7,0.44999999999999996,19
1788,2016,8,53.0,1,0,0,7,0.53,38
1789,2016,8,53.0,2,0,7,10,0.20999999999999996,29
1790,2016,8,53.0,2,0,7,10,0.28,30
1791,2016,8,53.0,2,0,7,10,0.41000000000000003,51
1792,2016,8,53.0,2,0,7,10,0.56,36
1793,2016,8,53.0,2,0,7,17,0.9,25
1794,2016,8,53.0,3,0,14,20,0.64,63
1795,2016,8,53.0,3,0,21,20,0.92,22
1796,2016,8,53.0,4,0,28,20,0.63,51
1797,2016,8,80.0,1,0,0,0,0.37,35
1798,2016,8,80.0,2,0,0,7,0.20999999999999996,16
1799,2016,8,80.0,2,0,0,14,0.71,35
1800,2016,8,80.0,2,0,0,14,0.87,51
1801,2016,8,80.0,2,0,0,14,0.9,9
1802,2016,8,80.0,3,0,3,14,0.16000000000000003,32
1803,2016,8,80.0,3,0,3,14,0.30000000000000004,28
1804,2016,8,80.0,4,0,10,17,0.14,27
1805,2016,8,80.0,4,0,10,17,0.31000000000000005,23
1806,2016,8,68.0,1,0,3,0,0.4,22
1807,2016,8,68.0,1,0,3,0,0.5,32
1808,2016,8,68.0,1,0,3,0,0.89,45
1809,2016,8,68.0,2,0,10,7,0.47,24
1810,2016,8,68.0,2,0,10,7,0.72,41
1811,2016,8,68.0,2,0,10,7,0.85,40
1812,2016,8,68.0,2,0,10,7,0.88,28
1813,2016,8,68.0,2,0,10,7,0.94,27
1814,2016,8,68.0,3,0,17,7,0.12,42
1815,2016,8,68.0,4,0,24,14,0.0,52
1816,2016,8,68.0,4,0,24,14,0.010000000000000009,47
1817,2016,8,68.0,4,0,24,14,0.10999999999999999,20
1818,2016,8,68.0,4,0,27,14,0.51,26
1819,2016,8,80.0,1,0,0,0,0.18000000000000005,39
1820,2016,8,80.0,1,0,0,0,0.4,42
1821,2016,8,80.0,1,0,7,0,0.5800000000000001,20
1822,2016,8,80.0,1,0,7,0,0.75,42
1823,2016,8,80.0,3,0,17,16,0.87,28
1824,2016,8,86.0,1,0,0,0,0.20999999999999996,34
1825,2016,8,86.0,1,0,0,0,0.29000000000000004,13
1826,2016,8,86.0,2,0,0,10,0.19999999999999996,38
1827,2016,8,86.0,2,0,0,10,0.29000000000000004,21
1828,2016,8,86.0,2,0,3,10,0.61,58
1829,2016,8,86.0,2,0,3,10,0.92,56
1830,2016,8,86.0,3,0,10,10,0.38,19
1831,2016,8,86.0,3,0,17,10,0.78,35
1832,2016,8,86.0,3,0,17,10,0.91,10
1833,2016,8,86.0,4,0,17,16,0.42000000000000004,58
1834,2016,8,86.0,4,0,24,24,0.94,29
1835,2016,8,86.0,5,0,24,24,0.31999999999999995,47
1836,2016,8,86.0,5,0,24,24,0.6799999999999999,57
1837,2016,8,86.0,5,0,24,24,0.77,18
1838,2016,8,76.0,1,0,7,3,0.5900000000000001,33
1839,2016,8,76.0,1,0,7,3,0.7,33
1840,2016,8,76.0,1,0,7,3,0.79,7
1841,2016,8,76.0,1,0,7,3,0.85,42
1842,2016,8,76.0,1,0,7,3,0.91,17
1843,2016,8,76.0,2,0,7,3,0.10999999999999999,49
1844,2016,8,76.0,2,0,7,3,0.18999999999999995,16
1845,2016,8,76.0,2,0,7,3,0.31000000000000005,41
1846,2016,8,76.0,2,0,7,10,0.44999999999999996,24
1847,2016,8,76.0,4,0,13,24,0.33999999999999997,38
1848,2016,8,76.0,4,0,19,27,0.85,3
1849,2016,8,85.0,1,0,0,7,0.29000000000000004,16
1850,2016,8,85.0,1,0,0,7,0.44999999999999996,26
1851,2016,8,85.0,1,0,0,7,0.5700000000000001,39
1852,2016,8,85.0,2,0,0,14,0.010000000000000009,26
1853,2016,8,85.0,2,0,0,21,0.37,6
1854,2016,8,85.0,3,0,7,27,0.30000000000000004,17
1855,2016,8,85.0,3,0,14,30,0.94,29
1856,2016,8,85.0,4,0,14,30,0.18999999999999995,36
1857,2016,8,85.0,4,0,14,30,0.32999999999999996,26
1858,2016,8,84.0,1,0,0,0,0.19999999999999996,19
1859,2016,8,84.0,1,0,0,0,0.38,56
1860,2016,8,84.0,1,0,3,7,0.78,34
1861,2016,8,84.0,2,0,3,10,0.30000000000000004,35
1862,2016,8,84.0,2,0,3,10,0.4,13
1863,2016,8,84.0,3,0,13,10,0.14,14
1864,2016,8,84.0,3,0,13,10,0.29000000000000004,45
1865,2016,8,84.0,3,0,20,10,0.6699999999999999,27
1866,2016,8,84.0,4,0,23,13,0.12,20
1867,2016,8,84.0,4,0,23,16,0.56,64
1868,2016,8,84.0,4,0,23,23,0.87,31
1869,2016,8,84.0,4,0,23,23,0.91,40
1870,2016,8,84.0,4,0,23,23,0.95,9
1871,2016,8,58.0,1,0,0,0,0.18000000000000005,61
1872,2016,8,58.0,1,0,0,3,0.54,24
1873,2016,8,58.0,1,1,0,3,0.64,12
1874,2016,8,58.0,1,0,0,3,0.7,57
1875,2016,8,58.0,1,0,0,3,0.78,21
1876,2016,8,58.0,1,0,0,3,0.9,41
1877,2016,8,58.0,2,0,0,6,0.22999999999999998,15
1878,2016,8,58.0,3,0,3,20,0.52,36
1879,2016,8,58.0,3,0,3,20,0.81,44
1880,2016,8,58.0,4,0,3,20,0.14,51
1881,2016,8,58.0,4,0,3,20,0.4,37
1882,2016,8,58.0,4,0,10,20,0.98,65
1883,2016,8,58.0,4,0,10,20,0.98,65
1884,2016,9,76.0,2,0,13,7,0.29000000000000004,39
1885,2016,9,76.0,2,0,20,14,0.87,44
1886,2016,9,76.0,3,0,26,14,0.45999999999999996,33
1887,2016,9,65.0,1,0,0,0,0.09999999999999998,28
1888,2016,9,65.0,1,0,0,0,0.28,55
1889,2016,9,65.0,1,0,0,0,0.38,17
1890,2016,9,65.0,1,0,0,0,0.87,45
1891,2016,9,65.0,2,0,0,7,0.0,41
1892,2016,9,65.0,2,0,0,7,0.15000000000000002,18
1893,2016,9,65.0,2,0,0,7,0.25,33
1894,2016,9,65.0,2,0,0,7,0.45999999999999996,33
1895,2016,9,65.0,2,0,0,7,0.48,38
1896,2016,9,65.0,2,0,0,7,0.56,59
1897,2016,9,65.0,2,0,0,7,0.7,16
1898,2016,9,65.0,2,0,0,7,0.77,37
1899,2016,9,65.0,2,0,0,7,0.87,20
1900,2016,9,65.0,3,0,0,10,0.35,41
1901,2016,9,65.0,3,0,0,10,0.42000000000000004,34
1902,2016,9,65.0,3,0,0,10,0.56,19
1903,2016,9,65.0,3,0,0,13,0.77,23
1904,2016,9,65.0,3,0,0,13,1.0,29
1905,2016,9,65.0,4,0,0,19,0.07999999999999996,33
1906,2016,9,65.0,4,0,7,21,0.53,45
1907,2016,9,65.0,4,0,7,21,0.85,20
1908,2016,9,58.0,1,0,7,3,0.6799999999999999,40
1909,2016,9,58.0,1,1,7,3,0.79,6
1910,2016,9,58.0,2,0,14,3,0.56,29
1911,2016,9,58.0,3,0,28,10,0.51,30
1912,2016,9,58.0,3,0,35,10,0.97,30
1913,2016,9,58.0,4,0,35,10,0.33999999999999997,63
1914,2016,9,58.0,4,0,35,10,0.47,18
1915,2016,9,62.0,1,0,0,0,0.18000000000000005,52
1916,2016,9,62.0,1,0,0,0,0.43000000000000005,46
1917,2016,9,62.0,1,0,0,0,0.64,57
1918,2016,9,62.0,1,0,0,0,0.85,32
1919,2016,9,62.0,2,0,0,7,0.17000000000000004,33
1920,2016,9,62.0,2,0,0,10,0.5700000000000001,43
1921,2016,9,62.0,2,0,0,10,0.77,46
1922,2016,9,62.0,3,0,7,10,0.14,31
1923,2016,9,62.0,3,0,7,13,0.56,34
1924,2016,9,62.0,4,0,7,19,0.55,15
1925,2016,9,62.0,4,0,14,19,0.78,18
1926,2016,9,80.0,2,0,13,14,0.85,55
1927,2016,9,80.0,2,0,13,14,0.88,13
1928,2016,9,80.0,2,0,13,14,0.89,13
1929,2016,9,80.0,3,0,13,14,0.21999999999999997,36
1930,2016,9,80.0,3,0,13,14,0.31999999999999995,36
1931,2016,9,80.0,4,0,16,20,0.31000000000000005,51
1932,2016,9,80.0,4,0,16,20,0.6,24
1933,2016,9,80.0,4,0,23,27,0.79,21
1934,2016,9,64.5,1,0,0,0,0.18000000000000005,48
1935,2016,9,64.5,1,0,3,0,0.7,43
1936,2016,9,64.5,1,0,3,0,0.8,22
1937,2016,9,64.5,2,0,3,3,0.33999999999999997,60
1938,2016,9,64.5,3,0,10,3,0.14,24
1939,2016,9,64.5,3,0,10,3,0.29000000000000004,37
1940,2016,9,64.5,3,0,10,3,0.35,27
1941,2016,9,64.5,3,0,10,9,0.79,24
1942,2016,9,64.5,4,0,13,9,0.7,28
1943,2016,9,56.0,1,0,0,0,0.050000000000000044,31
1944,2016,9,56.0,1,0,3,14,0.8200000000000001,41
1945,2016,9,56.0,2,0,3,14,0.06999999999999995,22
1946,2016,9,56.0,2,0,10,21,0.49,31
1947,2016,9,56.0,2,0,10,21,0.62,26
1948,2016,9,56.0,2,0,10,21,0.83,15
1949,2016,9,56.0,3,0,17,28,0.5900000000000001,25
1950,2016,9,56.0,3,0,17,28,0.69,55
1951,2016,9,56.0,4,0,20,28,0.42000000000000004,48
1952,2016,9,56.0,4,0,20,28,0.52,7
1953,2016,9,75.0,1,0,0,0,0.32999999999999996,47
1954,2016,9,75.0,1,0,0,0,0.4,5
1955,2016,9,75.0,1,0,7,0,0.84,12
1956,2016,9,75.0,2,0,7,0,0.010000000000000009,38
1957,2016,9,75.0,2,0,7,0,0.13,52
1958,2016,9,75.0,2,0,7,0,0.25,11
1959,2016,9,75.0,2,0,7,0,0.56,60
1960,2016,9,75.0,2,0,7,0,0.6599999999999999,28
1961,2016,9,75.0,3,0,7,0,0.36,60
1962,2016,9,75.0,3,0,7,0,0.48,19
1963,2016,9,75.0,3,0,7,0,0.77,50
1964,2016,9,70.0,1,0,0,0,0.17000000000000004,31
1965,2016,9,70.0,2,0,28,13,0.87,46
1966,2016,9,70.0,3,0,31,20,0.31000000000000005,8
1967,2016,9,70.0,3,0,31,23,0.88,43
1968,2016,9,70.0,4,0,38,23,0.13,25
1969,2016,9,70.0,4,0,41,23,0.79,30
1970,2016,9,68.0,1,0,14,3,0.8,26
1971,2016,9,68.0,2,0,17,10,0.21999999999999997,25
1972,2016,9,68.0,2,0,17,10,0.37,24
1973,2016,9,68.0,2,0,17,10,0.61,53
1974,2016,9,68.0,3,0,24,10,0.5,28
1975,2016,9,68.0,4,0,24,13,0.020000000000000018,33
1976,2016,9,68.0,4,0,24,13,0.040000000000000036,33
1977,2016,9,68.0,4,0,24,13,0.16000000000000003,40
1978,2016,9,68.0,4,0,31,19,0.63,34
1979,2016,9,76.0,1,0,0,6,0.4,14
1980,2016,9,76.0,1,0,0,9,0.85,32
1981,2016,9,76.0,2,0,7,16,0.54,44
1982,2016,9,76.0,2,0,7,16,0.64,32
1983,2016,9,76.0,2,0,7,16,0.8200000000000001,36
1984,2016,9,76.0,3,0,21,33,0.97,33
1985,2016,9,76.0,4,0,21,33,0.14,42
1986,2016,9,65.0,1,0,0,0,0.020000000000000018,14
1987,2016,9,65.0,1,0,0,3,0.37,21
1988,2016,9,65.0,1,0,0,6,0.75,22
1989,2016,9,65.0,2,0,0,13,0.14,30
1990,2016,9,65.0,2,0,0,13,0.19999999999999996,23
1991,2016,9,65.0,2,0,7,13,0.79,47
1992,2016,9,65.0,3,0,10,20,0.4,61
1993,2016,9,65.0,3,0,10,20,0.47,11
1994,2016,9,65.0,3,0,10,20,0.69,58
1995,2016,9,65.0,4,0,20,30,0.83,43
1996,2016,9,61.0,1,0,0,0,0.07999999999999996,32
1997,2016,9,61.0,2,0,17,14,0.5,36
1998,2016,9,61.0,2,0,17,14,0.5800000000000001,27
1999,2016,9,61.0,2,0,17,21,0.83,20
2000,2016,9,61.0,3,0,17,28,0.5700000000000001,45
2001,2016,9,61.0,4,0,25,31,0.78,55
2002,2016,9,61.0,4,0,25,31,0.81,11
2003,2016,10,54.0,1,0,0,0,0.17000000000000004,31
2004,2016,10,54.0,1,0,0,0,0.33999999999999997,30
2005,2016,10,54.0,1,0,0,0,0.53,54
2006,2016,10,54.0,1,0,0,0,0.72,40
2007,2016,10,54.0,2,0,0,0,0.030000000000000027,7
2008,2016,10,54.0,2,0,7,3,0.76,36
2009,2016,10,54.0,2,0,7,3,0.88,29
2010,2016,10,54.0,3,0,7,6,0.08999999999999997,24
2011,2016,10,54.0,3,0,7,13,0.65,11
2012,2016,10,54.0,4,0,7,28,0.72,60
2013,2016,10,54.0,4,0,7,28,0.78,1
2014,2016,10,45.0,1,0,0,3,0.61,38
2015,2016,10,45.0,1,0,0,3,0.72,32
2016,2016,10,45.0,1,0,0,3,0.89,30
2017,2016,10,45.0,2,0,0,3,0.0,36
2018,2016,10,45.0,2,0,0,10,0.63,48
2019,2016,10,45.0,3,0,3,17,0.29000000000000004,44
2020,2016,10,45.0,3,0,3,17,0.97,60
2021,2016,10,45.0,4,0,14,17,0.48,27
2022,2016,10,45.0,4,0,17,17,0.87,46
2023,2016,10,45.0,4,0,17,17,0.95,26
2024,2016,10,69.0,3,0,14,10,0.06000000000000005,26
2025,2016,10,69.0,3,0,14,10,0.38,60
2026,2016,10,69.0,3,0,14,10,0.5800000000000001,33
2027,2016,10,69.0,3,0,14,10,0.7,16
2028,2016,10,69.0,4,0,24,13,0.5900000000000001,46
2029,2016,10,69.0,4,0,24,13,0.74,52
2030,2016,10,62.0,1,0,0,0,0.13,51
2031,2016,10,62.0,1,0,7,0,0.99,18
2032,2016,10,62.0,2,0,10,0,0.28,49
2033,2016,10,62.0,2,0,10,0,0.64,50
2034,2016,10,62.0,2,0,10,0,0.76,22
2035,2016,10,62.0,3,0,10,3,0.17000000000000004,49
2036,2016,10,62.0,4,0,17,17,0.47,20
2037,2016,10,62.0,1,0,3,0,0.5,28
2038,2016,10,62.0,1,0,3,0,0.8200000000000001,62
2039,2016,10,62.0,1,0,3,0,0.88,57
2040,2016,10,62.0,2,0,3,6,0.33999999999999997,53
2041,2016,10,62.0,2,0,3,6,0.64,40
2042,2016,10,62.0,2,0,3,6,0.75,17
2043,2016,10,62.0,2,0,3,6,0.9299999999999999,32
2044,2016,10,62.0,2,0,3,6,0.95,24
2045,2016,10,62.0,3,0,3,6,0.07999999999999996,27
2046,2016,10,62.0,3,0,3,6,0.18000000000000005,36
2047,2016,10,62.0,3,0,3,6,0.42000000000000004,44
2048,2016,10,62.0,4,0,6,6,0.12,60
2049,2016,10,62.0,4,0,6,6,0.19999999999999996,17
2050,2016,10,62.0,4,0,6,6,0.26,17
2051,2016,10,62.0,4,0,9,6,0.6799999999999999,48
2052,2016,10,62.0,4,0,9,6,0.8,28
2053,2016,10,58.0,1,0,0,0,0.21999999999999997,31
2054,2016,10,58.0,1,0,0,7,0.8200000000000001,33
2055,2016,10,58.0,2,0,3,7,0.48,41
2056,2016,10,58.0,4,0,15,13,0.30000000000000004,45
2057,2016,10,58.0,4,0,15,21,0.63,36
2058,2016,10,58.0,4,0,15,21,0.73,37
2059,2016,10,81.0,1,0,0,0,0.22999999999999998,62
2060,2016,10,81.0,1,0,0,0,0.37,19
2061,2016,10,81.0,1,0,0,0,0.61,46
2062,2016,10,81.0,2,0,3,7,0.56,53
2063,2016,10,81.0,2,0,3,14,0.87,10
2064,2016,10,81.0,3,0,10,24,0.21999999999999997,20
2065,2016,10,81.0,3,0,10,24,0.24,15
2066,2016,10,81.0,3,0,10,27,0.73,17
2067,2016,10,81.0,3,0,10,27,0.87,41
2068,2016,10,81.0,4,0,10,36,0.69,32
2069,2016,10,81.0,4,0,10,36,0.8200000000000001,23
2070,2016,10,56.0,1,1,0,0,0.08999999999999997,57
2071,2016,10,56.0,1,0,0,7,0.30000000000000004,37
2072,2016,10,56.0,1,0,0,14,0.63,19
2073,2016,10,56.0,2,0,10,28,0.83,44
2074,2016,10,56.0,3,0,16,35,0.12,34
2075,2016,10,56.0,4,0,25,41,0.07999999999999996,14
2076,2016,10,56.0,4,0,25,47,0.75,23
2077,2016,10,56.0,4,0,25,47,0.91,29
2078,2016,10,56.0,4,0,25,47,0.92,29
2079,2016,10,58.0,1,0,0,0,0.09999999999999998,29
2080,2016,10,58.0,1,0,0,7,0.71,48
2081,2016,10,58.0,2,0,0,14,0.31999999999999995,38
2082,2016,10,58.0,2,0,0,14,0.36,21
2083,2016,10,58.0,2,0,7,14,0.75,34
2084,2016,10,58.0,3,0,20,17,0.5900000000000001,29
2085,2016,10,58.0,4,0,20,20,0.13,43
2086,2016,10,85.0,1,0,0,0,0.18999999999999995,38
2087,2016,10,85.0,1,0,0,0,0.62,57
2088,2016,10,85.0,1,0,0,0,0.69,9
2089,2016,10,85.0,1,0,0,0,0.79,39
2090,2016,10,85.0,2,0,0,3,0.15000000000000002,26
2091,2016,10,85.0,2,0,7,10,0.94,64
2092,2016,10,85.0,4,0,21,17,0.07999999999999996,38
2093,2016,10,85.0,4,0,21,17,0.21999999999999997,19
2094,2016,10,85.0,4,0,21,17,0.64,32
2095,2016,10,64.5,1,0,0,0,0.050000000000000044,31
2096,2016,10,64.5,1,0,0,0,0.16000000000000003,22
2097,2016,10,64.5,1,0,0,0,0.32999999999999996,54
2098,2016,10,64.5,1,0,0,7,0.86,30
2099,2016,10,64.5,1,0,0,7,0.99,28
2100,2016,10,64.5,3,0,10,20,0.06999999999999995,24
2101,2016,10,64.5,3,0,13,20,0.63,39
2102,2016,10,64.5,3,0,13,20,0.73,20
2103,2016,10,64.5,3,0,13,20,0.94,54
2104,2016,10,64.5,4,0,13,20,0.17000000000000004,33
2105,2016,10,64.5,4,0,13,20,0.44999999999999996,53
2106,2016,10,56.0,2,0,10,12,0.020000000000000018,21
2107,2016,10,56.0,2,0,13,15,0.78,33
2108,2016,10,56.0,2,0,13,15,0.94,57
2109,2016,10,56.0,2,0,13,15,0.97,16
2110,2016,10,56.0,3,0,16,18,0.75,31
2111,2016,10,56.0,4,0,23,18,0.10999999999999999,43
2112,2016,10,56.0,4,0,23,18,0.26,20
2113,2016,10,43.0,1,0,3,7,0.6,28
2114,2016,10,43.0,1,0,6,7,0.99,28
2115,2016,10,43.0,2,0,12,7,0.5800000000000001,34
2116,2016,10,43.0,3,0,19,14,0.08999999999999997,32
2117,2016,10,56.0,1,0,7,7,0.48,25
2118,2016,10,56.0,1,0,7,7,0.69,44
2119,2016,10,56.0,1,0,7,7,0.91,30
2120,2016,10,56.0,2,0,7,7,0.08999999999999997,37
2121,2016,10,56.0,2,0,7,7,0.47,54
2122,2016,10,56.0,3,0,17,14,0.16000000000000003,31
2123,2016,10,56.0,3,0,20,14,0.45999999999999996,24
2124,2016,10,56.0,3,0,20,14,0.61,32
2125,2016,10,56.0,3,0,20,14,0.76,55
2126,2016,10,56.0,3,0,20,14,0.86,6
2127,2016,10,56.0,4,0,20,21,0.39,21
2128,2016,10,56.0,4,0,20,21,0.5700000000000001,54
2129,2016,10,56.0,4,0,20,21,0.79,16
2130,2016,11,63.0,2,0,3,3,0.08999999999999997,48
2131,2016,11,63.0,2,0,3,3,0.21999999999999997,23
2132,2016,11,63.0,2,0,3,3,0.36,62
2133,2016,11,63.0,2,0,3,10,0.71,10
2134,2016,11,63.0,4,0,6,23,0.12,23
2135,2016,11,63.0,4,0,13,23,0.26,33
2136,2016,11,63.0,4,0,13,23,0.27,28
2137,2016,11,63.0,4,0,13,23,0.32999999999999996,42
2138,2016,11,63.0,4,0,13,23,0.44999999999999996,15
2139,2016,11,63.0,4,0,20,23,0.97,35
2140,2016,11,36.0,1,0,0,0,0.09999999999999998,26
2141,2016,11,36.0,2,0,7,6,0.0,39
2142,2016,11,36.0,3,0,13,12,0.44999999999999996,55
2143,2016,11,36.0,3,0,13,12,0.56,15
2144,2016,11,36.0,3,0,13,12,0.64,56
2145,2016,11,36.0,4,1,16,12,0.25,29
2146,2016,11,36.0,4,0,16,12,0.43999999999999995,58
2147,2016,11,36.0,4,0,16,12,0.5,14
2148,2016,11,36.0,4,0,16,12,0.62,47
2149,2016,11,36.0,4,0,16,12,0.7,28
2150,2016,11,36.0,4,0,16,12,0.83,61
2151,2016,11,36.0,2,0,3,0,0.040000000000000036,36
2152,2016,11,36.0,2,0,6,0,0.85,28
2153,2016,11,36.0,2,0,6,0,0.86,18
2154,2016,11,36.0,3,0,14,0,0.12,25
2155,2016,11,36.0,4,0,17,9,0.44999999999999996,30
2156,2016,11,36.0,4,0,17,9,0.62,41
2157,2016,11,36.0,4,0,17,9,0.73,20
2158,2016,11,64.5,1,0,0,0,0.12,26
2159,2016,11,64.5,1,0,0,0,0.28,51
2160,2016,11,64.5,1,0,0,0,0.41000000000000003,51
2161,2016,11,64.5,1,0,7,0,0.98,59
2162,2016,11,64.5,1,0,7,0,0.99,54
2163,2016,11,64.5,2,0,7,0,0.09999999999999998,25
2164,2016,11,64.5,2,0,7,0,0.17000000000000004,39
2165,2016,11,64.5,2,0,7,0,0.35,26
2166,2016,11,64.5,3,0,10,10,0.09999999999999998,47
2167,2016,11,64.5,3,0,10,17,0.69,43
2168,2016,11,68.0,1,0,0,0,0.22999999999999998,39
2169,2016,11,68.0,1,0,0,0,0.5700000000000001,55
2170,2016,11,68.0,1,0,0,0,0.62,13
2171,2016,11,68.0,1,0,0,0,0.8200000000000001,52
2172,2016,11,68.0,2,0,3,0,0.0,28
2173,2016,11,68.0,2,0,3,0,0.16000000000000003,33
2174,2016,11,68.0,2,0,3,6,0.22999999999999998,8
2175,2016,11,68.0,2,0,3,6,0.43000000000000005,43
2176,2016,11,68.0,2,0,3,6,0.5800000000000001,5
2177,2016,11,68.0,3,0,12,16,0.52,41
2178,2016,11,68.0,4,0,19,16,0.09999999999999998,43
2179,2016,11,68.0,4,0,19,23,0.43999999999999995,43
2180,2016,11,34.0,1,0,0,0,0.07999999999999996,29
2181,2016,11,34.0,1,0,0,7,0.55,20
2182,2016,11,34.0,1,0,0,14,0.96,43
2183,2016,11,34.0,2,0,0,21,0.5,58
2184,2016,11,34.0,3,0,7,21,0.09999999999999998,16
2185,2016,11,34.0,3,0,7,21,0.19999999999999996,43
2186,2016,11,34.0,3,0,7,21,0.22999999999999998,59
2187,2016,11,34.0,3,0,14,21,0.78,45
2188,2016,11,34.0,4,0,17,24,0.45999999999999996,17
2189,2016,11,46.0,2,0,0,3,0.040000000000000036,29
2190,2016,11,46.0,2,0,3,3,0.41000000000000003,26
2191,2016,11,46.0,3,0,12,10,0.56,64
2192,2016,11,46.0,4,0,12,10,0.0,64
2193,2016,11,46.0,4,0,19,17,0.98,49
2194,2016,11,64.5,1,0,0,0,0.09999999999999998,31
2195,2016,11,64.5,1,0,7,7,0.89,35
2196,2016,11,64.5,3,0,17,27,0.06999999999999995,28
2197,2016,11,64.5,3,0,17,27,0.48,33
2198,2016,11,64.5,3,0,17,27,0.63,23
2199,2016,11,64.5,4,0,17,30,0.09999999999999998,44
2200,2016,11,64.5,4,0,24,30,0.5900000000000001,29
2201,2016,11,64.5,4,0,24,30,0.71,33
2202,2016,11,64.5,4,0,24,30,0.83,15
2203,2016,11,41.0,2,0,9,6,0.10999999999999999,32
2204,2016,11,41.0,2,0,16,9,0.98,58
2205,2016,11,41.0,3,0,16,16,0.31999999999999995,29
2206,2016,11,41.0,3,0,16,22,0.64,31
2207,2016,11,41.0,3,0,16,22,0.78,44
2208,2016,11,41.0,4,0,16,22,0.14,43
2209,2016,11,41.0,4,0,16,22,0.19999999999999996,6
2210,2016,11,41.0,4,0,16,22,0.35,40
2211,2016,11,41.0,4,0,16,22,0.51,27
2212,2016,11,41.0,4,0,16,22,0.6799999999999999,28
2213,2016,11,41.0,4,0,16,22,0.76,33
2214,2016,11,41.0,4,0,16,22,0.79,23
2215,2016,11,63.0,1,0,0,0,0.06999999999999995,35
2216,2016,11,63.0,1,0,0,0,0.20999999999999996,26
2217,2016,11,63.0,1,0,0,7,0.48,34
2218,2016,11,63.0,1,0,0,7,0.6,30
2219,2016,11,63.0,1,0,0,7,0.91,59
2220,2016,11,63.0,2,0,0,7,0.040000000000000036,28
2221,2016,11,63.0,2,0,0,7,0.18000000000000005,10
2222,2016,11,63.0,2,0,0,7,0.32999999999999996,47
2223,2016,11,63.0,2,0,0,7,0.62,52
2224,2016,11,63.0,2,0,0,7,0.87,25
2225,2016,11,63.0,2,0,0,7,0.98,34
2226,2016,11,63.0,3,0,0,7,0.09999999999999998,28
2227,2016,11,63.0,3,0,0,7,0.36,57
2228,2016,11,63.0,3,0,0,7,0.36,52
2229,2016,11,63.0,3,0,0,7,0.47,20
2230,2016,11,63.0,4,0,0,10,0.040000000000000036,11
2231,2016,11,63.0,4,0,0,10,0.18999999999999995,38
2232,2016,11,63.0,4,0,0,10,0.25,7
2233,2016,11,63.0,4,0,7,10,0.85,31
2234,2016,11,64.0,1,0,0,0,0.10999999999999999,14
2235,2016,11,64.0,2,0,13,3,0.17000000000000004,34
2236,2016,11,64.0,2,0,13,3,0.38,54
2237,2016,11,64.0,2,0,13,10,0.73,28
2238,2016,11,64.0,2,0,13,10,0.87,45
2239,2016,11,64.0,3,0,13,10,0.08999999999999997,30
2240,2016,11,64.0,3,0,13,10,0.27,39
2241,2016,11,64.0,3,0,13,10,0.53,53
2242,2016,11,64.0,3,0,13,10,0.71,55
2243,2016,11,64.0,4,0,20,10,0.06000000000000005,29
2244,2016,11,64.0,4,0,20,10,0.12,31
2245,2016,11,64.0,4,0,20,10,0.18999999999999995,27
2246,2016,11,64.0,4,0,27,10,0.38,26
2247,2016,11,54.0,1,0,0,0,0.06999999999999995,31
2248,2016,11,54.0,1,0,0,0,0.19999999999999996,45
2249,2016,11,54.0,1,0,0,6,0.42000000000000004,46
2250,2016,11,54.0,1,0,0,6,0.53,19
2251,2016,11,54.0,2,0,7,13,0.62,38
2252,2016,11,54.0,2,0,7,16,0.81,33
2253,2016,11,54.0,2,0,7,16,0.88,34
2254,2016,11,54.0,3,0,7,16,0.050000000000000044,19
2255,2016,11,54.0,3,0,7,16,0.28,40
2256,2016,11,54.0,3,0,7,23,0.5900000000000001,33
2257,2016,11,54.0,3,0,7,23,0.72,30
2258,2016,11,54.0,3,0,7,23,0.9,17
2259,2016,11,54.0,4,0,15,26,0.77,53
2260,2016,11,38.0,1,0,0,0,0.06000000000000005,25
2261,2016,11,38.0,1,0,0,0,0.14,38
2262,2016,11,38.0,1,0,0,0,0.21999999999999997,36
2263,2016,11,38.0,1,0,0,0,0.45999999999999996,50
2264,2016,11,38.0,1,0,0,0,0.54,17
2265,2016,11,38.0,2,1,7,7,0.39,20
2266,2016,11,63.0,1,0,3,0,0.5700000000000001,21
2267,2016,11,63.0,1,0,3,0,0.69,46
