,quarter,down,yardsToGo,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,penaltyYards,prePenaltyPlayResult,playResult,absoluteYardlineNumber,defendersInBox,pff_playAction,Inj_Occured,foul_on_play,frac_quarter_elapsed
1666,2,1,10,29,3,10,0.0,0,0,81.0,6.0,0,0,0,0.96
1667,2,2,10,29,3,10,0.0,8,8,81.0,6.0,0,0,0,0.97
1668,2,3,2,21,3,10,-10.0,0,-10,89.0,5.0,0,1,1,0.98
1669,3,1,10,22,3,13,0.0,9,9,32.0,7.0,1,0,0,0.0
1670,3,1,10,35,3,13,0.0,0,0,45.0,8.0,1,0,0,0.08999999999999997
1671,3,2,18,27,3,13,5.0,10,15,37.0,8.0,0,0,1,0.12
1672,3,2,13,39,3,13,-15.0,12,-15,49.0,5.0,0,0,1,0.20999999999999996
1673,3,2,28,24,3,13,0.0,0,0,34.0,5.0,1,0,0,0.22999999999999998
1674,3,1,10,35,3,13,0.0,9,9,45.0,7.0,1,0,0,0.25
1675,3,3,8,12,3,19,0.0,10,10,22.0,5.0,0,0,0,0.41000000000000003
1676,3,1,10,22,3,19,0.0,8,8,32.0,7.0,0,0,0,0.43999999999999995
1677,3,2,7,50,3,19,19.0,0,19,60.0,7.0,1,0,1,0.56
1678,3,2,10,31,3,19,0.0,5,5,79.0,8.0,1,0,0,0.6
1679,3,3,5,26,3,19,0.0,-9,-9,84.0,6.0,0,0,0,0.63
1680,3,1,10,43,3,19,0.0,32,32,67.0,7.0,1,0,0,0.69
1681,3,1,18,33,3,19,0.0,3,3,43.0,7.0,0,0,0,0.75
1682,3,2,9,13,3,19,0.0,0,0,23.0,7.0,0,0,0,0.87
1683,3,3,9,13,3,19,0.0,-1,-1,23.0,6.0,0,0,0,0.88
1684,3,1,10,26,3,22,0.0,3,3,36.0,8.0,1,0,0,0.9299999999999999
1685,3,2,7,29,3,22,0.0,17,17,39.0,8.0,1,0,0,0.98
1686,4,1,10,46,3,22,-10.0,0,-10,64.0,8.0,1,0,1,0.0
1687,4,1,20,36,3,22,0.0,4,4,74.0,7.0,0,0,0,0.010000000000000009
1688,4,2,16,40,3,22,5.0,0,5,70.0,5.0,0,0,1,0.040000000000000036
1689,4,1,10,45,3,22,0.0,0,0,65.0,6.0,1,0,0,0.050000000000000044
1690,4,3,5,50,3,22,0.0,3,3,60.0,6.0,0,0,0,0.09999999999999998
1691,4,4,2,47,3,22,0.0,0,0,57.0,6.0,0,0,0,0.15000000000000002
1692,4,3,10,48,3,22,0.0,0,0,58.0,5.0,0,0,0,0.24
1693,4,2,10,17,3,22,0.0,0,0,93.0,6.0,1,0,0,0.29000000000000004
1694,4,3,10,17,3,22,0.0,27,27,93.0,6.0,0,0,0,0.30000000000000004
1695,4,1,10,34,3,22,0.0,5,5,44.0,6.0,1,0,0,0.43000000000000005
1696,4,1,10,18,3,22,0.0,0,0,28.0,6.0,0,0,0,0.51
1697,4,3,8,16,3,22,0.0,-1,-1,26.0,5.0,0,0,1,0.56
1698,4,2,9,22,6,22,0.0,0,0,32.0,6.0,1,0,0,0.64
1699,4,3,9,22,6,22,0.0,0,0,32.0,6.0,0,0,0,0.64
1700,4,1,10,18,6,22,0.0,0,0,92.0,5.0,0,0,0,0.65
1701,4,2,10,18,6,22,0.0,8,8,92.0,5.0,0,0,0,0.6599999999999999
1702,4,3,2,26,6,22,0.0,0,0,84.0,7.0,0,0,0,0.6799999999999999
1703,4,4,2,26,6,22,0.0,0,0,84.0,7.0,0,0,0,0.69
1704,4,1,10,25,6,25,0.0,6,6,85.0,5.0,0,0,0,0.87
1705,4,2,4,31,6,25,0.0,0,0,79.0,5.0,0,0,0,0.87
1706,4,3,4,31,6,25,0.0,-11,-11,79.0,6.0,0,0,0,0.88
1707,4,4,15,20,6,25,0.0,35,35,90.0,5.0,0,0,0,0.9299999999999999
1708,4,1,10,45,6,25,0.0,-5,-5,55.0,6.0,0,0,0,0.94
1709,4,2,15,50,6,25,0.0,6,6,60.0,6.0,0,0,0,0.95
1710,4,3,9,44,6,25,0.0,12,12,54.0,4.0,0,0,0,0.96
1711,1,3,14,21,0,0,0.0,10,10,89.0,4.0,0,0,0,0.040000000000000036
1712,1,3,6,36,0,0,10.0,0,10,46.0,6.0,0,0,1,0.18999999999999995
1713,1,1,10,46,0,0,0.0,0,0,56.0,6.0,1,0,0,0.18999999999999995
1714,1,3,11,19,0,0,0.0,0,0,91.0,6.0,0,0,0,0.35
1715,1,1,10,21,0,0,0.0,11,11,31.0,6.0,0,0,0,0.37
1716,1,2,5,37,0,0,0.0,4,4,47.0,6.0,0,0,0,0.43999999999999995
1717,1,3,3,42,0,0,0.0,9,9,68.0,5.0,0,0,0,0.5800000000000001
1718,1,1,10,25,3,0,0.0,1,1,85.0,6.0,0,0,0,0.6799999999999999
1719,1,2,9,26,3,0,0.0,0,0,84.0,7.0,1,0,0,0.73
1720,1,3,9,26,3,0,0.0,8,8,84.0,5.0,0,0,0,0.73
1721,1,2,4,23,3,0,0.0,0,0,33.0,5.0,0,0,0,0.8200000000000001
1722,1,3,4,23,3,0,0.0,12,12,33.0,5.0,0,0,0,0.8200000000000001
1723,1,1,10,35,3,0,0.0,5,5,45.0,6.0,1,0,0,0.86
1724,1,3,7,38,3,0,0.0,26,26,48.0,5.0,0,0,1,0.96
1725,1,1,10,36,3,0,0.0,0,0,74.0,7.0,0,0,1,0.99
1726,2,1,10,37,3,0,0.0,6,6,47.0,7.0,1,0,0,0.16000000000000003
1727,2,2,7,30,3,0,0.0,7,7,40.0,7.0,1,0,0,0.10999999999999999
1728,2,1,10,48,3,0,0.0,0,0,58.0,6.0,0,0,0,0.33999999999999997
1729,2,1,25,44,3,0,0.0,0,0,54.0,7.0,0,0,0,0.41000000000000003
1730,2,2,25,44,3,0,0.0,17,17,54.0,7.0,0,0,0,0.41000000000000003
1731,2,1,10,3,3,0,0.0,91,91,107.0,7.0,0,0,0,0.52
1732,2,2,11,11,3,0,10.0,0,10,21.0,7.0,0,0,1,0.6
1733,2,1,1,1,3,0,0.0,0,0,11.0,11.0,1,0,0,0.61
1734,2,3,3,10,3,0,0.0,5,5,20.0,7.0,0,0,0,0.79
1735,2,2,5,30,3,0,0.0,6,6,40.0,6.0,0,0,0,0.92
1736,2,1,10,36,3,0,0.0,7,7,46.0,6.0,0,0,0,0.94
1737,2,2,3,43,3,0,0.0,2,2,53.0,6.0,0,0,0,0.96
1738,2,1,10,49,3,0,0.0,40,40,59.0,6.0,0,0,0,0.97
1739,2,1,10,11,3,0,0.0,11,11,99.0,6.0,0,0,0,0.98
1740,3,2,3,32,3,7,0.0,-9,-9,78.0,7.0,1,0,0,0.020000000000000018
1741,3,3,12,23,3,7,0.0,0,0,87.0,7.0,0,0,0,0.07999999999999996
1742,3,1,10,36,3,7,0.0,9,9,46.0,7.0,1,0,0,0.14
1743,3,1,10,47,3,7,0.0,2,2,57.0,7.0,1,0,0,0.21999999999999997
1744,3,3,6,49,3,7,0.0,0,0,61.0,6.0,0,0,0,0.32999999999999996
1745,3,1,10,35,3,7,0.0,13,13,75.0,6.0,0,0,0,0.47
1746,3,3,4,46,3,7,0.0,6,6,56.0,6.0,0,0,0,0.5800000000000001
1747,3,2,10,40,3,7,0.0,0,0,50.0,7.0,0,0,0,0.6599999999999999
1748,3,3,10,40,3,7,0.0,0,0,50.0,5.0,0,0,0,0.6599999999999999
1749,3,1,10,8,3,7,0.0,6,6,18.0,8.0,1,0,0,0.6799999999999999
1750,3,3,2,32,3,7,0.0,6,6,42.0,6.0,0,0,0,0.85
1751,4,3,7,41,3,7,0.0,15,15,69.0,5.0,0,0,0,0.0
1752,4,3,1,35,3,7,5.0,4,9,45.0,6.0,1,0,1,0.12
1753,4,3,3,3,3,7,2.0,0,2,13.0,6.0,0,0,1,0.26
1754,4,1,10,20,3,14,0.0,0,0,30.0,6.0,1,0,0,0.28
1755,4,1,10,30,3,14,0.0,0,0,40.0,6.0,1,0,0,0.32999999999999996
1756,4,2,10,30,3,14,0.0,8,8,40.0,6.0,0,0,0,0.33999999999999997
1757,4,3,2,38,3,14,0.0,-6,-6,48.0,6.0,0,0,0,0.4
1758,4,1,10,25,3,17,0.0,9,9,35.0,6.0,0,0,0,0.6599999999999999
1759,4,2,1,34,3,17,0.0,9,9,44.0,6.0,0,0,0,0.6799999999999999
1760,4,1,10,43,3,17,15.0,27,42,53.0,5.0,0,0,1,0.69
1761,4,1,10,15,3,17,0.0,14,14,95.0,6.0,0,0,0,0.7
1762,4,2,9,15,11,17,0.0,8,8,95.0,8.0,0,1,0,0.79
1763,1,1,10,32,0,0,0.0,6,6,42.0,7.0,0,0,0,0.010000000000000009
1764,1,3,2,40,0,0,0.0,5,5,50.0,6.0,0,0,0,0.08999999999999997
1765,1,2,11,44,0,0,0.0,2,2,54.0,5.0,1,0,0,0.18000000000000005
1766,1,3,9,46,0,0,0.0,0,0,56.0,6.0,0,0,0,0.21999999999999997
1767,1,1,10,16,0,0,0.0,0,0,94.0,7.0,0,0,0,0.24
1768,1,2,10,16,0,0,0.0,9,9,94.0,6.0,0,0,0,0.24
1769,1,2,6,31,0,0,0.0,3,3,79.0,6.0,0,0,0,0.35
1770,1,1,10,8,0,0,0.0,0,0,18.0,7.0,1,0,0,0.44999999999999996
1771,1,2,12,20,0,0,0.0,2,2,30.0,5.0,0,0,0,0.55
1772,1,3,10,22,0,0,0.0,0,0,32.0,6.0,0,0,0,0.6
1773,1,1,10,39,0,0,0.0,11,11,49.0,6.0,0,0,0,0.62
1774,1,1,10,28,0,0,0.0,-1,-1,38.0,6.0,1,0,0,0.64
1775,1,3,19,37,0,0,0.0,10,10,47.0,4.0,0,0,0,0.73
1776,1,1,10,22,0,3,0.0,9,9,32.0,7.0,0,0,0,0.79
1777,1,2,4,28,0,3,0.0,9,9,38.0,5.0,0,0,1,0.87
1778,2,1,10,44,0,3,0.0,0,0,54.0,7.0,0,0,0,0.0
1779,2,2,10,44,0,3,0.0,6,6,54.0,4.0,0,0,0,0.050000000000000044
1780,2,3,4,38,0,3,0.0,0,0,48.0,6.0,0,1,0,0.07999999999999996
1781,2,4,4,38,0,3,0.0,0,0,48.0,6.0,0,0,0,0.08999999999999997
1782,2,2,6,42,0,3,15.0,5,20,52.0,7.0,0,0,1,0.14
1783,2,2,12,40,0,3,0.0,17,17,70.0,6.0,0,0,0,0.20999999999999996
1784,2,3,2,15,0,3,0.0,0,0,95.0,8.0,1,0,0,0.35
1785,2,1,10,25,0,6,0.0,13,13,85.0,7.0,1,0,0,0.36
1786,2,2,13,49,0,6,0.0,5,5,61.0,6.0,0,0,0,0.44999999999999996
1787,2,3,8,46,0,6,0.0,41,41,56.0,6.0,0,0,1,0.5
1788,2,1,10,25,7,6,0.0,13,13,35.0,6.0,0,0,0,0.5700000000000001
1789,2,1,10,38,7,6,0.0,10,10,48.0,5.0,0,0,0,0.62
1790,2,1,10,48,7,6,0.0,25,25,58.0,7.0,0,0,0,0.6599999999999999
1791,2,1,10,27,7,6,0.0,0,0,83.0,8.0,0,0,0,0.7
1792,2,2,10,27,7,6,0.0,6,6,83.0,6.0,0,0,0,0.71
1793,2,3,4,21,7,6,0.0,4,4,89.0,5.0,0,0,0,0.76
1794,2,2,12,19,7,6,0.0,3,3,91.0,6.0,0,0,0,0.86
1795,2,3,9,16,7,6,0.0,8,8,94.0,4.0,0,0,0,0.87
1796,2,2,7,7,7,6,-10.0,7,-10,103.0,6.0,0,0,1,0.98
1797,2,2,17,17,7,6,0.0,0,0,93.0,5.0,0,0,0,0.98
1798,3,1,10,25,7,9,0.0,9,9,85.0,6.0,0,0,0,0.0
1799,3,3,3,32,7,9,0.0,14,14,78.0,5.0,0,0,0,0.07999999999999996
1800,3,1,10,46,7,9,0.0,0,0,64.0,6.0,0,0,0,0.12
1801,3,3,9,47,7,9,0.0,0,0,63.0,5.0,0,0,0,0.17000000000000004
1802,3,1,10,13,7,9,0.0,0,0,23.0,5.0,0,0,0,0.18000000000000005
1803,3,3,5,18,7,9,0.0,14,14,28.0,6.0,0,0,0,0.22999999999999998
1804,3,2,9,33,7,9,0.0,-3,-3,43.0,5.0,0,0,0,0.29000000000000004
1805,3,3,12,30,7,9,0.0,3,3,40.0,6.0,0,0,0,0.33999999999999997
1806,3,1,10,18,7,9,0.0,18,18,92.0,8.0,1,0,0,0.39
1807,3,1,10,36,7,9,0.0,9,9,74.0,6.0,0,0,0,0.43000000000000005
1808,3,2,1,45,7,9,0.0,-8,-8,65.0,7.0,1,0,0,0.48
1809,3,3,9,37,7,9,0.0,23,23,73.0,4.0,0,0,0,0.52
1810,3,2,9,39,7,9,0.0,30,30,49.0,5.0,0,0,0,0.61
1811,3,1,9,9,7,9,0.0,9,9,19.0,6.0,0,1,0,0.6599999999999999
1812,3,2,6,21,7,16,15.0,8,23,31.0,6.0,0,1,1,0.72
1813,3,1,15,39,7,16,0.0,16,16,49.0,6.0,1,0,0,0.77
1814,3,2,10,45,7,16,0.0,0,0,65.0,6.0,0,0,0,0.86
1815,3,3,10,45,7,16,0.0,0,0,65.0,6.0,0,0,0,0.87
1816,3,1,10,3,7,16,0.0,13,13,107.0,6.0,0,0,0,0.89
1817,3,2,8,18,7,16,0.0,13,13,92.0,6.0,0,0,0,0.96
1818,4,1,10,31,7,16,0.0,16,16,41.0,8.0,0,0,0,0.0
1819,4,1,10,47,7,16,0.0,7,7,57.0,6.0,0,0,0,0.030000000000000027
1820,4,3,7,50,7,16,0.0,0,0,60.0,6.0,0,0,0,0.13
1821,4,2,7,23,7,16,0.0,52,52,87.0,6.0,0,0,0,0.18000000000000005
1822,4,2,10,25,7,16,0.0,0,0,35.0,7.0,0,0,0,0.22999999999999998
1823,4,3,10,25,7,16,0.0,25,25,35.0,5.0,0,0,1,0.24
1824,4,1,10,25,14,16,0.0,4,4,35.0,5.0,0,0,0,0.25
1825,4,2,6,29,14,16,0.0,10,10,39.0,5.0,0,0,0,0.30000000000000004
1826,4,1,10,39,14,16,0.0,0,0,49.0,4.0,0,0,0,0.33999999999999997
1827,4,2,10,39,14,16,0.0,0,0,49.0,6.0,0,0,0,0.35
1828,4,3,10,39,14,16,0.0,61,61,49.0,5.0,0,0,0,0.35
1829,4,1,10,25,14,23,0.0,4,4,85.0,6.0,0,0,0,0.36
1830,4,3,6,29,14,23,0.0,5,5,81.0,6.0,0,0,0,0.38
1831,4,1,10,32,14,23,0.0,9,9,78.0,6.0,0,0,0,0.61
1832,4,2,1,41,14,23,0.0,5,5,69.0,6.0,0,0,0,0.64
1833,4,2,6,50,14,23,0.0,12,12,60.0,4.0,0,0,0,0.7
1834,4,2,10,38,14,23,0.0,0,0,48.0,6.0,0,1,0,0.74
1835,4,3,10,38,14,23,0.0,0,0,48.0,5.0,0,1,0,0.74
1836,4,2,7,30,17,23,0.0,25,25,40.0,8.0,0,0,0,0.81
1837,1,1,10,36,0,0,0.0,64,64,74.0,7.0,1,0,0,0.040000000000000036
1838,1,1,10,25,0,7,0.0,4,4,35.0,6.0,0,0,0,0.050000000000000044
1839,1,2,8,27,0,7,0.0,6,6,83.0,7.0,0,0,0,0.24
1840,1,3,2,33,0,7,0.0,0,0,77.0,5.0,0,0,0,0.29000000000000004
1841,1,1,10,41,0,7,0.0,15,15,51.0,6.0,1,0,0,0.33999999999999997
1842,1,2,10,28,0,7,0.0,4,4,82.0,6.0,0,0,0,0.44999999999999996
1843,1,3,6,24,0,7,0.0,9,9,86.0,7.0,0,0,0,0.51
1844,1,2,10,15,0,7,0.0,0,0,95.0,6.0,0,0,0,0.5900000000000001
1845,1,3,10,15,0,7,0.0,15,15,95.0,5.0,0,0,0,0.6
1846,1,1,10,45,7,7,0.0,14,14,55.0,7.0,1,0,0,0.71
1847,1,2,5,26,7,7,0.0,6,6,36.0,7.0,0,0,0,0.79
1848,1,2,7,7,7,7,0.0,7,7,17.0,6.0,0,0,0,0.97
1849,2,2,10,42,7,14,0.0,29,29,52.0,6.0,0,0,0,0.27
1850,2,1,10,14,7,14,0.0,14,14,96.0,7.0,1,0,1,0.39
1851,2,1,10,25,7,20,0.0,0,0,85.0,6.0,1,0,0,0.4
1852,2,2,10,25,7,20,0.0,34,34,85.0,6.0,1,0,0,0.41000000000000003
1853,2,2,4,35,7,20,0.0,9,9,45.0,6.0,0,0,0,0.52
1854,2,2,8,24,7,20,0.0,-8,-8,34.0,5.0,0,0,0,0.6
1855,2,3,16,32,7,20,0.0,19,19,42.0,4.0,0,0,0,0.65
1856,2,1,10,23,14,20,0.0,77,77,87.0,6.0,0,0,0,0.88
1857,2,1,10,25,21,20,0.0,4,4,35.0,6.0,0,0,0,0.9
1858,2,2,6,29,21,20,0.0,15,15,39.0,5.0,0,0,0,0.9
1859,2,1,10,44,21,20,0.0,6,6,54.0,5.0,0,0,0,0.9299999999999999
1860,2,2,10,40,21,20,0.0,0,0,70.0,6.0,0,0,0,0.96
1861,2,3,10,40,21,20,0.0,6,6,70.0,5.0,0,0,0,0.97
1862,2,2,6,38,21,23,0.0,18,18,72.0,4.0,0,0,0,0.99
1863,3,2,2,32,24,23,0.0,0,0,78.0,6.0,0,0,0,0.06000000000000005
1864,3,1,10,37,24,30,0.0,6,6,73.0,7.0,1,0,0,0.15000000000000002
1865,3,1,10,47,24,30,0.0,13,13,63.0,6.0,0,0,0,0.24
1866,3,2,4,34,24,30,0.0,25,25,44.0,7.0,0,0,0,0.33999999999999997
1867,3,1,10,31,31,30,0.0,0,0,41.0,7.0,1,0,0,0.43000000000000005
1868,3,1,10,18,31,30,0.0,11,11,92.0,6.0,0,0,0,0.5800000000000001
1869,3,2,7,32,31,30,0.0,29,29,78.0,7.0,0,0,0,0.6699999999999999
1870,3,2,9,38,31,30,0.0,0,0,48.0,6.0,1,0,0,0.75
1871,3,1,10,31,31,30,0.0,0,0,41.0,8.0,0,0,0,0.77
1872,3,3,7,34,31,30,0.0,0,0,44.0,6.0,0,0,0,0.81
1873,3,2,10,49,31,30,0.0,0,0,59.0,6.0,0,0,0,0.87
1874,3,3,10,49,31,30,0.0,13,13,59.0,5.0,0,0,0,0.88
1875,4,1,10,37,31,33,0.0,2,2,47.0,6.0,1,0,0,0.13
1876,4,2,8,39,31,33,0.0,6,6,49.0,6.0,0,0,0,0.18999999999999995
1877,4,3,2,45,31,33,0.0,-11,-11,55.0,6.0,0,0,0,0.24
1878,4,1,11,1,31,33,0.0,7,7,109.0,8.0,0,0,0,0.31000000000000005
1879,4,3,3,9,31,33,0.0,0,0,101.0,6.0,0,0,0,0.39
1880,4,1,15,31,31,33,0.0,6,6,41.0,6.0,0,0,0,0.41000000000000003
1881,4,2,9,37,31,33,0.0,17,17,47.0,6.0,1,0,0,0.44999999999999996
1882,4,1,10,46,31,33,0.0,2,2,64.0,6.0,1,0,0,0.48
1883,4,2,8,44,31,33,0.0,3,3,66.0,7.0,1,0,0,0.53
1884,4,3,5,41,31,33,0.0,0,0,69.0,6.0,0,0,0,0.5800000000000001
1885,4,4,5,41,31,33,0.0,35,35,69.0,7.0,0,0,0,0.5900000000000001
1886,4,2,9,9,31,33,0.0,0,0,101.0,6.0,1,0,0,0.69
1887,4,3,9,9,31,33,0.0,0,0,101.0,6.0,0,0,0,0.7
1888,4,1,20,15,34,33,0.0,13,13,95.0,6.0,1,0,0,0.71
1889,4,3,6,29,34,33,0.0,0,0,81.0,7.0,0,0,0,0.8
1890,4,2,6,43,34,33,0.0,-10,-10,53.0,7.0,1,0,0,0.8200000000000001
1891,4,3,16,33,34,33,0.0,7,7,43.0,5.0,0,0,0,0.83
1892,4,1,10,23,34,33,0.0,3,3,87.0,6.0,0,0,0,0.86
1893,4,1,10,48,34,33,0.0,0,0,58.0,7.0,0,0,0,0.9
1894,4,2,10,48,34,33,0.0,0,0,58.0,7.0,0,0,0,0.9
1895,4,3,10,48,34,33,0.0,12,12,58.0,6.0,0,0,0,0.91
1896,1,1,10,25,0,0,0.0,20,20,35.0,8.0,1,0,0,0.0
1897,1,2,2,47,0,0,0.0,25,25,63.0,7.0,0,0,0,0.06999999999999995
1898,1,1,10,22,0,0,0.0,0,0,88.0,6.0,1,0,0,0.10999999999999999
1899,1,3,8,20,0,0,0.0,20,20,90.0,5.0,0,0,0,0.17000000000000004
1900,1,1,10,27,7,0,0.0,0,0,83.0,7.0,1,0,0,0.18000000000000005
1901,1,3,3,34,7,0,0.0,0,0,76.0,6.0,0,0,0,0.24
1902,1,1,10,36,7,0,0.0,16,16,46.0,6.0,1,0,0,0.25
1903,1,1,10,25,7,0,0.0,9,9,85.0,6.0,0,0,0,0.36
1904,1,1,10,13,7,0,0.0,0,0,97.0,7.0,0,0,0,0.44999999999999996
1905,1,2,10,13,7,0,-15.0,5,-10,97.0,6.0,0,0,1,0.45999999999999996
1906,1,3,20,23,7,0,0.0,-2,-6,87.0,4.0,0,0,0,0.48
1907,1,1,10,29,7,0,0.0,9,9,81.0,7.0,0,0,0,0.49
1908,1,3,2,37,7,0,0.0,5,5,73.0,6.0,0,0,0,0.5700000000000001
1909,1,1,10,42,7,0,0.0,0,0,68.0,7.0,1,0,0,0.6
1910,1,2,10,42,7,0,0.0,9,9,68.0,6.0,0,0,0,0.61
1911,1,2,8,22,7,0,0.0,0,0,32.0,6.0,0,0,0,0.79
1912,1,3,8,22,7,0,0.0,0,0,32.0,5.0,0,0,0,0.79
1913,1,2,8,38,7,0,0.0,4,4,72.0,6.0,0,0,0,0.85
1914,1,3,4,42,7,0,0.0,3,3,68.0,6.0,0,0,0,0.89
1915,2,3,2,38,7,0,0.0,8,8,48.0,6.0,0,1,0,0.0
1916,2,2,2,22,7,0,21.0,0,21,32.0,7.0,1,0,1,0.050000000000000044
1917,2,1,10,34,14,0,0.0,5,5,44.0,7.0,0,0,0,0.06999999999999995
1918,2,1,10,38,14,0,0.0,24,24,72.0,7.0,1,0,0,0.13
1919,2,1,10,14,14,0,0.0,4,4,96.0,5.0,0,0,0,0.17000000000000004
1920,2,1,10,24,14,7,0.0,0,0,86.0,7.0,1,0,0,0.21999999999999997
1921,2,2,10,24,14,7,0.0,9,9,86.0,4.0,0,0,0,0.22999999999999998
1922,2,1,10,43,14,7,0.0,0,0,67.0,6.0,0,0,0,0.29000000000000004
1923,2,2,10,43,14,7,0.0,5,5,67.0,6.0,0,0,0,0.29000000000000004
1924,2,3,5,48,14,7,0.0,0,0,62.0,6.0,0,0,0,0.31999999999999995
1925,2,1,10,11,14,7,0.0,0,0,21.0,7.0,0,0,0,0.32999999999999996
1926,2,2,10,11,14,7,0.0,8,8,21.0,7.0,0,0,0,0.33999999999999997
1927,2,3,7,14,14,7,0.0,24,24,24.0,5.0,0,0,0,0.41000000000000003
1928,2,2,10,38,14,7,0.0,7,7,48.0,6.0,1,0,0,0.49
1929,2,3,3,45,14,7,0.0,6,6,55.0,7.0,0,0,0,0.53
1930,2,2,10,49,14,7,0.0,1,1,61.0,7.0,0,0,0,0.61
1931,2,3,9,48,14,7,0.0,-7,-7,62.0,6.0,0,0,0,0.6599999999999999
1932,2,2,6,19,14,7,0.0,26,26,91.0,6.0,0,0,0,0.75
1933,2,2,8,47,14,7,0.0,17,17,63.0,6.0,1,0,0,0.84
1934,2,1,10,36,14,7,0.0,21,21,46.0,7.0,1,0,0,0.87
1935,2,1,3,3,14,7,0.0,3,3,13.0,9.0,1,0,0,0.95
1936,2,1,10,35,21,7,0.0,14,14,45.0,6.0,0,0,0,0.96
1937,2,1,10,49,21,7,5.0,0,5,59.0,5.0,0,0,1,0.98
1938,2,1,5,46,21,7,15.0,8,23,64.0,6.0,0,0,1,0.98
1939,2,1,10,23,21,7,5.0,0,5,87.0,6.0,0,0,1,0.98
1940,2,1,5,18,21,7,0.0,0,0,92.0,6.0,0,0,0,0.99
1941,3,2,2,20,21,10,0.0,0,0,90.0,7.0,0,0,0,0.040000000000000036
1942,3,1,10,18,21,10,0.0,0,0,92.0,6.0,0,0,0,0.050000000000000044
1943,3,2,10,18,21,10,0.0,8,8,92.0,6.0,0,0,0,0.050000000000000044
1944,3,3,2,10,21,10,0.0,6,6,100.0,6.0,0,0,0,0.08999999999999997
1945,3,1,4,4,21,10,3.0,0,3,106.0,9.0,1,0,1,0.14
1946,3,1,10,25,28,10,0.0,3,3,85.0,7.0,1,0,0,0.15000000000000002
1947,3,1,10,36,28,10,0.0,14,14,74.0,7.0,1,0,0,0.21999999999999997
1948,3,1,10,50,28,10,0.0,0,0,60.0,7.0,0,0,0,0.26
1949,3,2,10,50,28,10,0.0,4,4,60.0,7.0,0,0,0,0.27
1950,3,3,6,46,28,10,0.0,23,23,56.0,6.0,0,0,0,0.30000000000000004
1951,3,2,8,21,28,10,0.0,0,0,31.0,7.0,0,0,0,0.37
1952,3,3,8,21,28,10,0.0,12,12,31.0,6.0,0,0,0,0.37
1953,3,1,9,9,28,10,0.0,8,8,19.0,6.0,0,0,0,0.42000000000000004
1954,3,3,10,10,28,10,0.0,7,7,20.0,6.0,0,0,0,0.51
1955,3,4,3,3,28,10,0.0,3,3,13.0,7.0,0,0,0,0.56
1956,3,2,12,21,28,17,0.0,0,0,31.0,6.0,0,1,0,0.6
1957,3,3,12,21,28,17,0.0,-8,-8,31.0,5.0,0,0,0,0.61
1958,3,2,7,43,28,17,0.0,0,0,53.0,7.0,0,0,0,0.75
1959,3,3,7,43,28,17,0.0,22,22,53.0,5.0,0,0,0,0.75
1960,3,2,9,20,28,17,8.0,5,13,30.0,6.0,0,0,1,0.85
1961,3,1,7,7,28,17,0.0,7,7,17.0,6.0,0,0,0,0.87
1962,3,1,10,32,28,25,0.0,9,9,42.0,6.0,1,1,0,0.89
1963,4,1,20,36,28,25,0.0,0,0,74.0,7.0,1,0,0,0.030000000000000027
1964,4,2,20,36,28,25,0.0,-7,-7,74.0,5.0,0,0,0,0.030000000000000027
1965,4,1,10,4,28,25,0.0,8,8,14.0,7.0,1,0,0,0.13
1966,4,2,2,12,28,25,0.0,1,1,22.0,7.0,0,0,0,0.18000000000000005
1967,4,1,10,43,28,25,0.0,26,26,53.0,7.0,1,0,0,0.27
1968,4,1,10,17,28,25,0.0,5,5,27.0,6.0,1,0,0,0.32999999999999996
1969,4,2,5,12,28,25,0.0,12,12,22.0,6.0,0,0,0,0.37
1970,4,2,8,27,35,25,0.0,4,4,37.0,8.0,1,0,0,0.41000000000000003
1971,4,3,4,31,35,25,0.0,0,0,41.0,6.0,0,0,0,0.45999999999999996
1972,4,1,10,25,41,25,0.0,10,10,35.0,6.0,0,0,0,0.47
1973,4,2,9,36,41,25,0.0,2,2,46.0,5.0,0,0,0,0.54
1974,4,3,7,38,41,25,0.0,6,6,48.0,6.0,0,0,0,0.5700000000000001
1975,4,4,1,44,41,25,0.0,0,0,54.0,7.0,0,0,0,0.62
1976,4,2,7,40,41,25,0.0,0,0,50.0,8.0,1,0,0,0.6599999999999999
1977,4,3,7,40,41,25,0.0,6,6,50.0,5.0,0,0,0,0.6699999999999999
1978,4,1,10,34,41,25,15.0,0,0,44.0,6.0,0,0,1,0.72
1979,4,2,10,45,48,25,0.0,0,0,55.0,8.0,1,0,0,0.86
1980,4,4,7,48,48,25,0.0,0,0,58.0,6.0,0,0,0,0.87
1981,1,2,9,23,0,0,0.0,6,6,87.0,7.0,0,0,0,0.050000000000000044
1982,1,1,10,39,0,0,0.0,7,7,71.0,7.0,1,0,0,0.12
1983,1,4,1,48,0,0,4.0,0,4,62.0,6.0,0,0,1,0.19999999999999996
1984,1,2,7,45,0,0,0.0,6,6,55.0,6.0,0,0,0,0.24
1985,1,2,12,36,0,0,0.0,20,20,46.0,6.0,0,0,0,0.35
1986,1,2,5,11,0,0,0.0,0,0,21.0,6.0,1,0,0,0.42000000000000004
